title,long_title,bullet1,bullet2,bullet3,bullet4,bullet5,visible,color,asin,categories_list,model_number,photo_url,units,price,cost_cents,length,width,height,weight,long_description,upc
"Standard Ironing Board Cover, Flowers","Honey-Can-Do IBC-03029 Standard Ironing Board Cover, Flowers",6mm durable foam pad durable creates a smooth ironing surface,"Intended for moderate use, when ironing 2-4 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant petite flower design pattern - fits on standard 54-inch ironing boards,TRUE,Flowers,B009LFQ6CG,Ironing-Board-Covers,IBC-03029,https://s3.amazonaws.com/store_engine/small/IBC-03029_450px.jpg,1,2398,896,12,8,5,1.14,"Honey-Can-Do IBC-03029 Standard Ironing Board Cover, Flowers. 6mm durable foam pad durable creates a smooth ironing surface. Intended for moderate use, when ironing 2-4 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant petite flower design pattern - fits on standard 54-inch ironing boards",847539030296
"Standard Ironing Board Cover, Colorful Dots","Honey-Can-Do IBC-03030 Standard Ironing Board Cover, Colorful Dots",6mm durable foam pad durable creates a smooth ironing surface,"Intended for moderate use, when ironing 2-4 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant colorful dot design pattern - fits on standard 54-inch ironing boards,TRUE,Colorful Dots,B009LFQ6BW,Ironing-Board-Covers,IBC-03030,https://s3.amazonaws.com/store_engine/small/IBC-03030_450px.jpg,1,2398,896,12,8,5,1.15,"Honey-Can-Do IBC-03030 Standard Ironing Board Cover, Colorful Dots. 6mm durable foam pad durable creates a smooth ironing surface. Intended for moderate use, when ironing 2-4 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant colorful dot design pattern - fits on standard 54-inch ironing boards",847539030302
"Standard Ironing Board Cover, Teal","Honey-Can-Do IBC-03031 Standard Ironing Board Cover, Teal",6mm durable foam pad durable creates a smooth ironing surface,"Intended for moderate use, when ironing 2-4 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant teal design pattern - fits on standard 54-inch ironing boards,TRUE,Teal,B009LFQ6AS,Ironing-Board-Covers,IBC-03031,https://s3.amazonaws.com/store_engine/small/IBC-03031_450px.jpg,1,2398,896,12,8,5,1.16,"Honey-Can-Do IBC-03031 Standard Ironing Board Cover, Teal. 6mm durable foam pad durable creates a smooth ironing surface. Intended for moderate use, when ironing 2-4 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant teal design pattern - fits on standard 54-inch ironing boards",847539030319
"Standard Ironing Board Cover, Green Geometric","Honey-Can-Do IBC-03032 Standard Ironing Board Cover, Green Geometric",6mm durable foam pad durable creates a smooth ironing surface,"Intended for moderate use, when ironing 2-4 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant green geometric design pattern - fits on standard 54-inch ironing boards,TRUE,Green Geometric,B009LFQ72A,Ironing-Board-Covers,IBC-03032,https://s3.amazonaws.com/store_engine/small/IBC-03032_450px.jpg,1,2398,896,12,8,5,1.17,"Honey-Can-Do IBC-03032 Standard Ironing Board Cover, Green Geometric. 6mm durable foam pad durable creates a smooth ironing surface. Intended for moderate use, when ironing 2-4 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant green geometric design pattern - fits on standard 54-inch ironing boards",847539030326
"Premium Ironing Board Cover, Flowers","Honey-Can-Do IBC-03033 Premium Ironing Board Cover, Flowers",4mm fiber pad- durable pad creates smooth ironing surface,"Intended for frequent use, when ironing 3-8 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant petite flower design pattern - fits on standard 54-inch ironing boards,TRUE,Flowers,B009LFQ72K,Ironing-Board-Covers,IBC-03033,https://s3.amazonaws.com/store_engine/small/IBC-03033_450px.jpg,1,2598,1002,12,8,5,1.09,"Honey-Can-Do IBC-03033 Premium Ironing Board Cover, Flowers. 4mm fiber pad- durable pad creates smooth ironing surface. Intended for frequent use, when ironing 3-8 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant petite flower design pattern - fits on standard 54-inch ironing boards",847539030333
"Premium Ironing Board Cover, Colorful Dots","Honey-Can-Do IBC-03034 Premium Ironing Board Cover, Colorful Dots",4mm fiber pad- durable pad creates smooth ironing surface,"Intended for frequent use, when ironing 3-8 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant colorful dot design pattern - fits on standard 54-inch ironing boards,TRUE,Colorful Dots,B009LFQ70W,Ironing-Board-Covers,IBC-03034,https://s3.amazonaws.com/store_engine/small/IBC-03034_450px.jpg,1,2598,1002,12,8,5,1.1,"Honey-Can-Do IBC-03034 Premium Ironing Board Cover, Colorful Dots. 4mm fiber pad- durable pad creates smooth ironing surface. Intended for frequent use, when ironing 3-8 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant colorful dot design pattern - fits on standard 54-inch ironing boards",847539030340
"Premium Ironing Board Cover, Green Geometric","Honey-Can-Do IBC-03035 Premium Ironing Board Cover, Green Geometric",4mm fiber pad- durable pad creates smooth ironing surface,"Intended for frequent use, when ironing 3-8 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant green geometric design pattern - fits on standard 54-inch ironing boards,TRUE,Green Geometric,B009LFQ720,Ironing-Board-Covers,IBC-03035,https://s3.amazonaws.com/store_engine/small/IBC-03035_450px.jpg,1,2598,1002,12,8,5,1.11,"Honey-Can-Do IBC-03035 Premium Ironing Board Cover, Green Geometric. 4mm fiber pad- durable pad creates smooth ironing surface. Intended for frequent use, when ironing 3-8 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant green geometric design pattern - fits on standard 54-inch ironing boards",847539030357
"Premium Ironing Board Cover, Teal","Honey-Can-Do IBC-03036 Premium Ironing Board Cover, Teal",4mm fiber pad- durable pad creates smooth ironing surface,"Intended for frequent use, when ironing 3-8 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant teal design pattern - fits on standard 54-inch ironing boards,TRUE,Teal,B009LFQ72U,Ironing-Board-Covers,IBC-03036,https://s3.amazonaws.com/store_engine/small/IBC-03036_450px.jpg,1,2598,1002,12,8,5,1.12,"Honey-Can-Do IBC-03036 Premium Ironing Board Cover, Teal. 4mm fiber pad- durable pad creates smooth ironing surface. Intended for frequent use, when ironing 3-8 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant teal design pattern - fits on standard 54-inch ironing boards",847539030364
"Superior Ironing Board Cover, Flowers","Honey-Can-Do IBC-03037 Superior Ironing Board Cover, Flowers",6mm fiber pad is thick and durable for a superior ironing surface,"Intended for heavy use, when ironing 6-12 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant petite flower design pattern - fits on standard 54-inch ironing boards,TRUE,Flowers,B009LFQ7O8,Ironing-Board-Covers,IBC-03037,https://s3.amazonaws.com/store_engine/small/IBC-03037_450px.jpg,1,3198,1214,4,10.5,4,1.19,"Honey-Can-Do IBC-03037 Superior Ironing Board Cover, Flowers. 6mm fiber pad is thick and durable for a superior ironing surface. Intended for heavy use, when ironing 6-12 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant petite flower design pattern - fits on standard 54-inch ironing boards",847539030371
"Superior Ironing Board Cover, Green Geometric","Honey-Can-Do IBC-03038 Superior Ironing Board Cover, Green Geometric",6mm fiber pad is thick and durable for a superior ironing surface,"Intended for heavy use, when ironing 6-12 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant green geometric design pattern - fits on standard 54-inch ironing boards,TRUE,Green Geometric,B009LFQ7VQ,Ironing-Board-Covers,IBC-03038,https://s3.amazonaws.com/store_engine/small/IBC-03038_450px.jpg,1,3198,1214,4,10.5,4,1.2,"Honey-Can-Do IBC-03038 Superior Ironing Board Cover, Green Geometric. 6mm fiber pad is thick and durable for a superior ironing surface. Intended for heavy use, when ironing 6-12 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant green geometric design pattern - fits on standard 54-inch ironing boards",847539030388
"Superior Ironing Board Cover, Teal","Honey-Can-Do IBC-03039 Superior Ironing Board Cover, Teal",6mm fiber pad is thick and durable for a superior ironing surface,"Intended for heavy use, when ironing 6-12 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant teal design pattern - fits on standard 54-inch ironing boards,TRUE,Teal,B009LFQ7OS,Ironing-Board-Covers,IBC-03039,https://s3.amazonaws.com/store_engine/small/IBC-03039_450px.jpg,1,3198,1214,4,10.5,4,1.21,"Honey-Can-Do IBC-03039 Superior Ironing Board Cover, Teal. 6mm fiber pad is thick and durable for a superior ironing surface. Intended for heavy use, when ironing 6-12 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant teal design pattern - fits on standard 54-inch ironing boards",847539030395
"Superior Ironing Board Cover, Colorful Dots","Honey-Can-Do IBC-03040 Superior Ironing Board Cover, Colorful Dots",6mm fiber pad is thick and durable for a superior ironing surface,"Intended for heavy use, when ironing 6-12 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant colorful dot design pattern - fits on standard 54-inch ironing boards,TRUE,Colorful Dots,B009LFQ7MK,Ironing-Board-Covers,IBC-03040,https://s3.amazonaws.com/store_engine/small/IBC-03040_450px.jpg,1,3198,1214,4,10.5,4,1.22,"Honey-Can-Do IBC-03040 Superior Ironing Board Cover, Colorful Dots. 6mm fiber pad is thick and durable for a superior ironing surface. Intended for heavy use, when ironing 6-12 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant colorful dot design pattern - fits on standard 54-inch ironing boards",847539030401
"Standard Ironing Board Cover, Bamboo","Honey-Can-Do IBC-03041 Standard Ironing Board Cover, Bamboo",6mm durable foam pad durable creates a smooth ironing surface,"Intended for moderate use, when ironing 2-4 times per month",Scorch and stain resistant,"100% cotton fabric, long lasting and colorfast",Pleasant bamboo design pattern - fits on standard 54-inch ironing boards,TRUE,Bamboo,B009LFQ7PC,Ironing-Board-Covers,IBC-03041,https://s3.amazonaws.com/store_engine/small/IBC-03041_450px.jpg,1,2398,896,12,8,5,1.18,"Honey-Can-Do IBC-03041 Standard Ironing Board Cover, Bamboo. 6mm durable foam pad durable creates a smooth ironing surface. Intended for moderate use, when ironing 2-4 times per month. Scorch and stain resistant. 100% cotton fabric, long lasting and colorfast. Pleasant bamboo design pattern - fits on standard 54-inch ironing boards",847539030418
"Superior Reversible Cover with Pad, Bamboo/Sage","Honey-Can-Do IBC-03046 Superior Reversible Cover with Pad, Bamboo/Sage",6mm fiber pad is thick and durable for a superior ironing surface,"Intended for heavy use, when ironing 6-12 times per month","Cover is reversible (Bamboo/Green), long-lasting and has colorfast qualities",Reversible cover with pad fits standard 54-inch ironing boards,"100% cotton fabric, long lasting and colorfast",TRUE,Bamboo/Sage,B009LFQ8FQ,Ironing-Board-Covers,IBC-03046,https://s3.amazonaws.com/store_engine/small/IBC-03046_450px.jpg,1,3798,1452,14,11,3.25,1.23,"Honey-Can-Do IBC-03046 Superior Reversible Cover with Pad, Bamboo/Sage. 6mm fiber pad is thick and durable for a superior ironing surface. Intended for heavy use, when ironing 6-12 times per month. Cover is reversible (Bamboo/Green), long-lasting and has colorfast qualities. Reversible cover with pad fits standard 54-inch ironing boards. 100% cotton fabric, long lasting and colorfast",847539030463
Stainless Steel Paper Towel Holder,Honey-Can-Do KCH-01077 Stainless Steel Paper Towel Holder,Stainless steel design provides a sleek look in most kitchen and bathroom décor,"Easy to clean, just wipe down to keep the shine",Featuring small arm to prevent loose paper towels from getting into the way,Knob on the top keeps roll from sliding off of holder ,"Rubber feet keep towel holder in place, fits both standard and jumbo sizes paper towel rolls",TRUE,,B0085T88KC,Kitchen-Accessories,KCH-01077,https://s3.amazonaws.com/store_engine/small/KCH-01077_450px.jpg,1,5598,2214,6.3,6.3,13.98,1.2,"Honey-Can-Do KCH-01077 Stainless Steel Paper Towel Holder. Stainless steel design provides a sleek look in most kitchen and bathroom décor. Easy to clean, just wipe down to keep the shine. Featuring small arm to prevent loose paper towels from getting into the way. Knob on the top keeps roll from sliding off of holder . Rubber feet keep towel holder in place, fits both standard and jumbo sizes paper towel rolls",811434010776
"Bamboo Cutlery Tray, Bamboo","Honey-Can-Do KCH-01078 Bamboo Cutlery Tray, Bamboo, 4-Compartment Tray","Styling is contemporary and will fit well with any kitchen décor, features bamboo with a bamboo veneer","Made from sustainable and renewable materials as an alternative to metal, timber, and plastic",Bamboo is gentle on utensils and will not scratch or leave marks on your silverware,Provides 4 compartments for organizing cutlery utensils,Fits in nearly all standard sized kitchen and pantry drawers at just 10.2-inches wide,TRUE,Bamboo,B0085T88KM,Kitchen-Accessories,KCH-01078,https://s3.amazonaws.com/store_engine/small/KCH-01078_450px.jpg,1,4598,1792,14,10.2,2,1.2,"Honey-Can-Do KCH-01078 Bamboo Cutlery Tray, Bamboo, 4-Compartment Tray. Styling is contemporary and will fit well with any kitchen décor, features bamboo with a bamboo veneer. Made from sustainable and renewable materials as an alternative to metal, timber, and plastic. Bamboo is gentle on utensils and will not scratch or leave marks on your silverware. Provides 4 compartments for organizing cutlery utensils. Fits in nearly all standard sized kitchen and pantry drawers at just 10.2-inches wide",811434010783
"Bamboo Expandable Cutlery Tray, Bamboo","Honey-Can-Do KCH-01079 Bamboo Expandable Cutlery Tray, Bamboo",Styling is contemporary and will fit well with any kitchen décor,"Made from sustainable and renewable materials as an alternative to metal, timber, and plastic",Bamboo is gentle on utensils and will not scratch or leave marks on your silverware,Total of 7 compartment sections are available for use,"Will fit most kitchen drawers from small to extra large, extending from 13.75 to 23-inches wide, ",TRUE,Bamboo,B0085T88L6,Kitchen-Accessories,KCH-01079,https://s3.amazonaws.com/store_engine/small/KCH-01079_450px.jpg,1,5198,2002,16.93,22.84,2.29,1.2,"Honey-Can-Do KCH-01079 Bamboo Expandable Cutlery Tray, Bamboo. Styling is contemporary and will fit well with any kitchen décor. Made from sustainable and renewable materials as an alternative to metal, timber, and plastic. Bamboo is gentle on utensils and will not scratch or leave marks on your silverware. Total of 7 compartment sections are available for use. Will fit most kitchen drawers from small to extra large, extending from 13.75 to 23-inches wide, ",811434010790
Bamboo Kitchen Utensil Caddy,Honey-Can-Do KCH-01080 Bamboo Kitchen Utensil Caddy,The contemporary bamboo organizer is perfect for kitchens,Use multiple bamboo caddys to organize your utensils quickly,Feel good about using an easily renewable resource in bamboo,Bamboo veneer utensil holder,Limited Lifetime warranty against defects,TRUE,,B009LFQD5Q,Kitchen-Accessories,KCH-01080,https://s3.amazonaws.com/store_engine/small/KCH-01080_450px.jpg,1,3398,1350,4.9,4.9,11.375,2.52,Honey-Can-Do KCH-01080 Bamboo Kitchen Utensil Caddy. The contemporary bamboo organizer is perfect for kitchens. Use multiple bamboo caddys to organize your utensils quickly. Feel good about using an easily renewable resource in bamboo. Bamboo veneer utensil holder. Limited Lifetime warranty against defects,811434010806
Stainless Steel Spray Bottle,"Honey-Can-Do KCH-01085 Stainless Steel Spray Bottle, 14-Ounce",14 ounce stainless steel spray bottle with plastic spray valve,18/8 stainless steel  won't break if dropped and does not rust,Brushed finish for an extra sleek look,0.7mm gauge steel,"BPA free stainless spray bottle, will not leach or absorb odors",TRUE,,B007ZSJ3X0,Kitchen-Accessories,KCH-01085,https://s3.amazonaws.com/store_engine/small/KCH-01085_450px.jpg,1,4598,1792,4.5,2.44,9,2.73,"Honey-Can-Do KCH-01085 Stainless Steel Spray Bottle, 14-Ounce. 14 ounce stainless steel spray bottle with plastic spray valve. 18/8 stainless steel  won't break if dropped and does not rust. Brushed finish for an extra sleek look. 0.7mm gauge steel. BPA free stainless spray bottle, will not leach or absorb odors",811434010851
"4-Inch Stainless Steel Storage Canister Containers, Chrome","Honey-Can-Do KCH-01312 4-Inch Stainless Steel Storage Canister Containers, 4-Pack, Chrome",Comes in package of 4 canister containers,"Stainless containers may be nested inside of each other, saves space when necessary",Pressure fitted lids keep contents safe inside,Gauge windows included so you can check supply levels of contents inside containers,"Comes in 7.7oz, 11.9oz and 15.8oz sizes, allowing you flexibility to store a variety of contents",TRUE,Chrome,B0086S76P0,Kitchen-Accessories,KCH-01312,https://s3.amazonaws.com/store_engine/small/KCH-01312_450px.jpg,4,4598,2490,12,10,10,1.59,"Honey-Can-Do KCH-01312 4-Inch Stainless Steel Storage Canister Containers, 4-Pack, Chrome. Comes in package of 4 canister containers. Stainless containers may be nested inside of each other, saves space when necessary. Pressure fitted lids keep contents safe inside. Gauge windows included so you can check supply levels of contents inside containers. Comes in 7.7oz, 11.9oz and 15.8oz sizes, allowing you flexibility to store a variety of contents",811434013128
"Kitchen Shelving Wire Rack, White","Honey-Can-Do KCH-01832 Kitchen Shelving Wire Rack, 1-Pack, White, 11.5L x 5.25W x 5H",Polyethylene coating helps prevent rust and scratches,"Coated rack is gentle on your dishware and china, provides cushioning",Fits perfectly in most pantry closets or refrigerators,"Sturdy and durable stainless steel is built to last, won't break easily","Easy to keep clean, just wipe rack with a warm damp cloth or towel",TRUE,White,B0085T88KW,Kitchen-Accessories,KCH-01832,https://s3.amazonaws.com/store_engine/small/KCH-01832_450px.jpg,1,998,368,11.5,5.25,5,2.08,"Honey-Can-Do KCH-01832 Kitchen Shelving Wire Rack, 1-Pack, White, 11.5L x 5.25W x 5H. Polyethylene coating helps prevent rust and scratches. Coated rack is gentle on your dishware and china, provides cushioning. Fits perfectly in most pantry closets or refrigerators. Sturdy and durable stainless steel is built to last, won't break easily. Easy to keep clean, just wipe rack with a warm damp cloth or towel",811434018321
"Beverage Can Dispenser Wire Rack, White","Honey-Can-Do KCH-01849 Beverage Can Dispenser Wire Rack, White, 12-Ounce Cans",Constructed from durable stainless steel,"Polyethylene coating helps prevent rust, scratches, and provides insulation keeping the rack colder for your drinks",Slim design won't take up excessive space in refrigerator with dimensions of 11 x 5.12 x 5.12-inches,"Multiple units work well when stocking more than one type of beverage, securely holds 12-ounce cans in place","Easy to keep clean, just wipe rack with a warm damp cloth or towel",TRUE,White,B006XL1DZ6,Kitchen-Accessories,KCH-01849,https://s3.amazonaws.com/store_engine/small/KCH-01849_450px.jpg,1,1998,780,11,5.12,5.12,1.62,"Honey-Can-Do KCH-01849 Beverage Can Dispenser Wire Rack, White, 12-Ounce Cans. Constructed from durable stainless steel. Polyethylene coating helps prevent rust, scratches, and provides insulation keeping the rack colder for your drinks. Slim design won't take up excessive space in refrigerator with dimensions of 11 x 5.12 x 5.12-inches. Multiple units work well when stocking more than one type of beverage, securely holds 12-ounce cans in place. Easy to keep clean, just wipe rack with a warm damp cloth or towel",811434018499
"Stacking Kitchen Shelving Wire Rack, White","Honey-Can-Do KCH-01850 Stacking Kitchen Shelving Wire Rack, White, 22 x 10","Stackable wire organizers are interlockable with each other, units stack vertically",Polyethylene coating helps prevent rust and scratches,"Coated rack is gentle on your dishware and china, provides cushioning",Fits perfectly in most pantry closets or refrigerators,Kitchen shelving rack folds flat for compact storage when not in use,TRUE,White,B006XL1E4Q,Kitchen-Accessories,KCH-01850,https://s3.amazonaws.com/store_engine/small/KCH-01850_450px.jpg,1,2798,1054,22.875,10.25,3,2.33,"Honey-Can-Do KCH-01850 Stacking Kitchen Shelving Wire Rack, White, 22 x 10. Stackable wire organizers are interlockable with each other, units stack vertically. Polyethylene coating helps prevent rust and scratches. Coated rack is gentle on your dishware and china, provides cushioning. Fits perfectly in most pantry closets or refrigerators. Kitchen shelving rack folds flat for compact storage when not in use",811434018505
"Stacking Kitchen Shelving Wire Rack, White","Honey-Can-Do KCH-01868 Stacking Kitchen Shelving Wire Rack, White, 18 x 12","Stackable wire organizers are interlockable with each other, units stack vertically",Polyethylene coating helps prevent rust and scratches,"Coated rack is gentle on your dishware and china, provides cushioning",Fits perfectly in most pantry closets or refrigerators,Kitchen shelving rack folds flat for compact storage when not in use,TRUE,White,B006XL1ED2,Kitchen-Accessories,KCH-01868,https://s3.amazonaws.com/store_engine/small/KCH-01868_450px.jpg,1,2398,950,18.58,12.13,3,2.32,"Honey-Can-Do KCH-01868 Stacking Kitchen Shelving Wire Rack, White, 18 x 12. Stackable wire organizers are interlockable with each other, units stack vertically. Polyethylene coating helps prevent rust and scratches. Coated rack is gentle on your dishware and china, provides cushioning. Fits perfectly in most pantry closets or refrigerators. Kitchen shelving rack folds flat for compact storage when not in use",811434018680
"Stacking Kitchen Shelving Wire Rack, White","Honey-Can-Do KCH-01869 Stacking Kitchen Shelving Wire Rack, White, 16 x 10","Stackable wire organizers are interlockable with each other, units stack vertically",Polyethylene coating helps prevent rust and scratches,"Coated rack is gentle on your dishware and china, provides cushioning",Fits perfectly in most pantry closets or refrigerators,Kitchen shelving rack folds flat for compact storage when not in use,TRUE,White,B006XL1EH8,Kitchen-Accessories,KCH-01869,https://s3.amazonaws.com/store_engine/small/KCH-01869_450px.jpg,1,2398,894,15.75,9.75,3,2.34,"Honey-Can-Do KCH-01869 Stacking Kitchen Shelving Wire Rack, White, 16 x 10. Stackable wire organizers are interlockable with each other, units stack vertically. Polyethylene coating helps prevent rust and scratches. Coated rack is gentle on your dishware and china, provides cushioning. Fits perfectly in most pantry closets or refrigerators. Kitchen shelving rack folds flat for compact storage when not in use",811434018697
"Stacking Kitchen Shelving Wire Rack, White","Honey-Can-Do KCH-01870 Stacking Kitchen Shelving Wire Rack, White, 18 x 7","Stackable wire organizers are interlockable with each other, units stack vertically",Polyethylene coating helps prevent rust and scratches,"Coated rack is gentle on your dishware and china, provides cushioning",Fits perfectly in most pantry closets or refrigerators,Kitchen shelving rack folds flat for compact storage when not in use,TRUE,White,B006XL1ENM,Kitchen-Accessories,KCH-01870,https://s3.amazonaws.com/store_engine/small/KCH-01870_450px.jpg,1,2398,894,18,7.25,3,2.35,"Honey-Can-Do KCH-01870 Stacking Kitchen Shelving Wire Rack, White, 18 x 7. Stackable wire organizers are interlockable with each other, units stack vertically. Polyethylene coating helps prevent rust and scratches. Coated rack is gentle on your dishware and china, provides cushioning. Fits perfectly in most pantry closets or refrigerators. Kitchen shelving rack folds flat for compact storage when not in use",811434018703
"Stacking Kitchen Shelving Wire Rack, White","Honey-Can-Do KCH-02094 Stacking Kitchen Shelving Wire Rack, White, 12 x 7","Stackable wire organizers are interlockable with each other, units stack vertically",Polyethylene coating helps prevent rust and scratches,"Coated rack is gentle on your dishware and china, provides cushioning",Fits perfectly in most pantry closets or refrigerators,Kitchen shelving rack folds flat for compact storage when not in use,TRUE,White,B007NC30EG,Kitchen-Accessories,KCH-02094,https://s3.amazonaws.com/store_engine/small/KCH-02094_450px.jpg,1,1398,526,12,7,6.5,2.36,"Honey-Can-Do KCH-02094 Stacking Kitchen Shelving Wire Rack, White, 12 x 7. Stackable wire organizers are interlockable with each other, units stack vertically. Polyethylene coating helps prevent rust and scratches. Coated rack is gentle on your dishware and china, provides cushioning. Fits perfectly in most pantry closets or refrigerators. Kitchen shelving rack folds flat for compact storage when not in use",847539020945
"One Trip Grip, Grocery Bag Carrying Handle, Orange","Honey-Can-Do KCH-02103 One Trip Grip, Grocery Bag Carrying Handle, Orange",One Trip Bag Grip,Bright orange bag grip is easy to locate,Patented design - locks multiple bags together,"Rated to hold 50 pounds, ergonomic grip design for comfort","Self-locking - holds multiple bags together, unlocks with thumb tab",TRUE,Orange,B006XL1EWI,Kitchen-Accessories,KCH-02103,https://s3.amazonaws.com/store_engine/small/KCH-02103_450px.jpg,1,1798,670,1,5.75,9.5,1.94,"Honey-Can-Do KCH-02103 One Trip Grip, Grocery Bag Carrying Handle, Orange. One Trip Bag Grip. Bright orange bag grip is easy to locate. Patented design - locks multiple bags together. Rated to hold 50 pounds, ergonomic grip design for comfort. Self-locking - holds multiple bags together, unlocks with thumb tab",847539021034
"Steel Mesh Cutlery Utensil Organizer, Silver","Honey-Can-Do KCH-02154 Steel Mesh Cutlery Utensil Organizer, Silver, 5-Compartment","Made from stainless steel construction, tray will not rust",Great looking silver finish with an extra clean look,Provides a total of 5-compartments for storage,Powder coated mesh tray is scratch resistant and will not damage your silverware ,"Tray will not collect dirt and grime like some other plastic trays, easy to clean at anytime",TRUE,Silver,B007B8RKIE,Kitchen-Accessories,KCH-02154,https://s3.amazonaws.com/store_engine/small/KCH-02154_450px.jpg,1,2798,1116,12.25,9.25,2,1.43,"Honey-Can-Do KCH-02154 Steel Mesh Cutlery Utensil Organizer, Silver, 5-Compartment. Made from stainless steel construction, tray will not rust. Great looking silver finish with an extra clean look. Provides a total of 5-compartments for storage. Powder coated mesh tray is scratch resistant and will not damage your silverware . Tray will not collect dirt and grime like some other plastic trays, easy to clean at anytime",847539021546
"Steel Mesh Drawer Organizer, Silver","Honey-Can-Do KCH-02155 Steel Mesh Drawer Organizer, Silver, 15L x 6W","Made from stainless steel construction, tray will not rust",Great looking silver finish with an extra clean look,Use a variety of sizes to maximize the space and storage in any unorganized drawer,Powder coated mesh tray is scratch resistant and will not damage your silverware ,"Tray will not collect dirt and grime like some other plastic trays, easy to clean at anytime",TRUE,Silver,B007B8RMAA,Kitchen-Accessories,KCH-02155,https://s3.amazonaws.com/store_engine/small/KCH-02155_450px.jpg,1,1798,670,15,6,2,1.8,"Honey-Can-Do KCH-02155 Steel Mesh Drawer Organizer, Silver, 15L x 6W. Made from stainless steel construction, tray will not rust. Great looking silver finish with an extra clean look. Use a variety of sizes to maximize the space and storage in any unorganized drawer. Powder coated mesh tray is scratch resistant and will not damage your silverware . Tray will not collect dirt and grime like some other plastic trays, easy to clean at anytime",847539021553
"Steel Mesh Drawer Organizer, Silver","Honey-Can-Do KCH-02156 Steel Mesh Drawer Organizer, Silver, 12L x 6W","Made from stainless steel construction, tray will not rust",Great looking silver finish with an extra clean look,Use a variety of steel mesh organizer sizes to maximize the space and storage in any unorganized drawer,Powder coated mesh tray is scratch resistant and will not damage your silverware ,"Tray will not collect dirt and grime like some other plastic trays, easy to clean at anytime",TRUE,Silver,B007B8RLDS,Kitchen-Accessories,KCH-02156,https://s3.amazonaws.com/store_engine/small/KCH-02156_450px.jpg,1,1398,558,12,6,2,1.79,"Honey-Can-Do KCH-02156 Steel Mesh Drawer Organizer, Silver, 12L x 6W. Made from stainless steel construction, tray will not rust. Great looking silver finish with an extra clean look. Use a variety of steel mesh organizer sizes to maximize the space and storage in any unorganized drawer. Powder coated mesh tray is scratch resistant and will not damage your silverware . Tray will not collect dirt and grime like some other plastic trays, easy to clean at anytime",847539021560
"Steel Mesh Cutlery Utensil Organizer, Silver","Honey-Can-Do KCH-02157 Steel Mesh Cutlery Utensil Organizer, Silver, 3-Compartment","Made from stainless steel construction, tray will not rust",Great looking silver finish with an extra clean look,Use a variety of steel mesh organizer sizes to maximize the space and storage in any unorganized drawer,Powder coated mesh tray is scratch resistant and will not damage your silverware ,"Tray will not collect dirt and grime like some other plastic trays, easy to clean at anytime",TRUE,Silver,B007B8RKJI,Kitchen-Accessories,KCH-02157,https://s3.amazonaws.com/store_engine/small/KCH-02157_450px.jpg,1,3598,1372,16,11,2,1.6,"Honey-Can-Do KCH-02157 Steel Mesh Cutlery Utensil Organizer, Silver, 3-Compartment. Made from stainless steel construction, tray will not rust. Great looking silver finish with an extra clean look. Use a variety of steel mesh organizer sizes to maximize the space and storage in any unorganized drawer. Powder coated mesh tray is scratch resistant and will not damage your silverware . Tray will not collect dirt and grime like some other plastic trays, easy to clean at anytime",847539021577
